"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Walrein","Waterfall","Earthquake","10.518","358.3","416.9","2726"
"Snorlax","Lick","Earthquake","10.517","463.3","538.9","3225"
"Mew","Volt Switch","Hyper Beam","10.516","394.1","458.4","3265"
"Shadow Growlithe","Bite","Flamethrower","10.516","105.7","123","1243"
"Shadow Machop","Karate Chop","Cross Chop","10.516","110.3","128.3","1278"
"Blastoise","Water Gun","Hydro Pump","10.515","328.9","382.3","2466"
"Maractus","Bullet Seed","Petal Blizzard","10.515","207.4","241.1","2274"
"Shadow Porygon","Tackle","Discharge","10.513","163.4","189.9","1720"
"Reuniclus","Hidden Power (Psychic)","Thunder","10.512","305.6","355","2927"
"Slowbro","Water Gun","Return","10.511","328.6","381.6","2545"
"Slowking","Water Gun","Return","10.511","328.6","381.6","2545"
"Electrode","Tackle","Thunderbolt","10.51","233.1","270.7","2099"
"Shadow Metang","Metal Claw","Psyshock","10.509","197.3","229","1721"
"Duosion","Zen Headbutt","Thunder","10.508","153.2","177.7","2018"
"Liepard","Charm","Play Rough","10.508","156.2","181.2","1846"
"Mew","Volt Switch","Rock Slide","10.508","393.8","457","3265"
"Sigilyph","Air Slash","Air Cutter","10.508","253.5","294.1","2550"
"Shadow Hypno","Zen Headbutt","Psyshock","10.507","269.2","312.3","2090"
"Deoxys (Speed Forme)","Zen Headbutt","Psycho Boost","10.504","258.2","299.2","2879"
"Castform","Tackle","Weather Ball","10.502","209.9","243.1","1632"
"Castform (Rainy)","Water Gun","Weather Ball Water","10.502","209.9","243.1","1632"
"Shadow Blastoise","Water Gun","Flash Cannon","10.501","273.7","316.9","2466"
"Plusle","Quick Attack","Discharge","10.5","178.4","206.5","1778"
"Mew","Poison Jab","Thunder","10.499","393.4","455.3","3265"
"Venomoth","Infestation","Return","10.498","215.2","249","2082"
"Arcanine","Thunder Fang","Bulldoze","10.497","292.7","338.6","3029"
"Ampharos","Charge Beam","Power Gem","10.496","297.5","344","2852"
"Weezing","Acid","Return","10.494","274.8","317.6","2293"
"Shadow Bulbasaur","Vine Whip","Sludge Bomb","10.492","109.3","126.3","1115"
"Shadow Omanyte","Water Gun","Bubble Beam","10.492","128.4","148.3","1544"
"Ludicolo","Bubble","Hydro Pump","10.491","285.1","329.2","2323"
"Omastar","Mud Shot","Ancient Power","10.491","294.1","339.5","2786"
"Purugly","Scratch","Play Rough","10.49","203.6","235.1","1953"
"Rotom Frost","Astonish","Blizzard","10.49","258.9","298.9","2579"
"Shadow Venomoth","Confusion","Poison Fang","10.489","179.2","206.8","2082"
"Shadow Shelgon","Ember","Flamethrower","10.486","183.5","211.6","2031"
"Gliscor","Fury Cutter","Return","10.484","338","389.5","2692"
"Regirock","Rock Throw","Zap Cannon","10.484","483.2","556.8","3122"
"Raichu","Thunder Shock","Skull Bash","10.479","205.2","236.1","2182"
"Sceptile","Fury Cutter","Aerial Ace","10.478","250.2","287.8","2757"
"Carnivine","Bite","Energy Ball","10.476","213","244.8","2159"
"Hitmonchan","Counter","Thunder Punch","10.476","234.3","269.3","2332"
"Ninetales","Ember","Overheat","10.474","286.1","328.8","2279"
"Shadow Politoed","Mud Shot","Earthquake","10.474","260.9","299.8","2449"
"Cryogonal","Ice Shard","Solar Beam","10.473","347.2","398.8","2798"
"Jynx","Frost Breath","Draining Kiss","10.473","214.7","246.7","2555"
"Octillery","Water Gun","Water Pulse","10.473","222.2","255.3","2315"
"Shadow Hypno","Zen Headbutt","Future Sight","10.472","268.3","308.1","2090"
"Arbok","Acid","Gunk Shot","10.471","207.5","238.3","1921"
"Cloyster","Ice Shard","Hydro Pump","10.47","299.3","343.5","2547"
"Hippowdon","Fire Fang","Body Slam","10.469","380.2","436.2","3085"
"Mew","Dragon Tail","Flash Cannon","10.469","392.3","450.1","3265"
"Starmie","Hidden Power (Water)","Psybeam","10.469","245.8","282","2584"
"Starmie","Hidden Power (Psychic)","Psybeam","10.469","245.8","282","2584"
"Starmie","Quick Attack","Psybeam","10.469","245.8","282","2584"
"Ivysaur","Razor Leaf","Power Whip","10.468","195.1","223.8","1699"
"Mew","Snarl","Thunder","10.467","392.2","449.8","3265"
"Rapidash","Ember","Flame Charge","10.466","228.8","262.3","2461"
"Shadow Arbok","Bite","Dark Pulse","10.466","172.9","198.2","1921"
"Wigglytuff","Charm","Hyper Beam","10.466","236.4","271","1926"
"Graveler","Mud Slap","Rock Slide","10.464","209.3","239.8","1897"
"Swanna","Air Slash","Hurricane","10.463","209.2","239.6","2088"
"Boldore","Mud Slap","Rock Slide","10.461","214.5","245.6","2029"
"Mew","Steel Wing","Gyro Ball","10.461","392","448.8","3265"
"Venomoth","Infestation","Psychic","10.461","214.5","245.6","2082"
"Shadow Teddiursa","Lick","Play Rough","10.46","111.1","127.1","1328"
"Emolga","Thunder Shock","Thunderbolt","10.459","165.9","189.9","1633"
"Shadow Pupitar","Bite","Ancient Power","10.458","167.4","191.4","1766"
"Lapras","Water Gun","Hydro Pump","10.457","400.5","458","2641"
"Xatu","Feint Attack","Aerial Ace","10.456","208","237.7","2188"
"Sigilyph","Air Slash","Signal Beam","10.455","252.2","288.2","2550"
"Mismagius","Hex","Dark Pulse","10.454","249.1","284.6","2615"
"Mew","Shadow Claw","Flash Cannon","10.452","391.7","447.2","3265"
"Poliwrath","Bubble","Power-Up Punch","10.452","320.4","365.9","2586"
"Charmeleon","Fire Fang","Return","10.449","169.7","193.6","1653"
"Electabuzz","Low Kick","Thunder Punch","10.448","223.3","254.6","2334"
"Armored Mewtwo","Confusion","Earthquake","10.447","486.5","554.7","3187"
"Magnemite","Spark","Thunderbolt","10.447","106.5","121.4","1362"
"Abomasnow","Razor Leaf","Energy Ball","10.445","278.4","317.2","2362"
"Mew","Volt Switch","Ice Beam","10.445","391.4","446","3265"
"Persian","Scratch","Return","10.444","194.8","222","1689"
"Shadow Grimer","Poison Jab","Sludge","10.444","130","148.1","1374"
"Shadow Persian","Scratch","Power Gem","10.444","162.3","184.9","1689"
"Regice","Lock-On","Blizzard","10.443","481.3","548.2","3122"
"Golduck","Water Gun","Ice Beam","10.442","262.9","299.3","2450"
"Milotic","Dragon Tail","Blizzard","10.441","391.7","445.8","3005"
"Seviper","Poison Jab","Poison Fang","10.439","185","210.5","2105"
"Mightyena","Bite","Play Rough","10.438","199.1","226.4","1926"
"Simipour","Water Gun","Crunch","10.437","210.1","238.9","2350"
"Galarian Farfetch'd","Fury Cutter","Leaf Blade","10.436","145.7","165.7","1674"
"Mew","Volt Switch","Dragon Claw","10.436","391.1","444.6","3265"
"Nidoking","Iron Tail","Megahorn","10.436","255.1","290","2567"
"Seismitoad","Bubble","Muddy Water","10.435","296.3","336.6","2564"
"Tauros","Tackle","Iron Head","10.434","281","319.2","2620"
"Venomoth","Infestation","Bug Buzz","10.431","213.9","242.8","2082"
"Lapras","Water Gun","Ice Beam","10.424","399.2","452.2","2641"
"Tentacruel","Acid","Hydro Pump","10.418","332","375.4","2422"
"Magnemite","Thunder Shock","Discharge","10.417","106.2","120","1362"
"Muk","Lick","Sludge Wave","10.417","335.2","378.9","2757"
"Shadow Weezing","Tackle","Dark Pulse","10.415","227.3","256.8","2293"
"Musharna","Charge Beam","Psyshock","10.412","350.5","395.7","2723"
"Alolan Persian","Feint Attack","Foul Play","10.411","194.2","219.2","1771"
"Mew","Dragon Tail","Gyro Ball","10.41","390.1","440.1","3265"
"Mew","Waterfall","Dark Pulse","10.41","390.1","440.1","3265"
"Kabutops","Mud Shot","Water Pulse","10.406","246.8","278.1","2713"
"Mew","Steel Wing","Energy Ball","10.406","390","439.5","3265"
"Snorlax","Zen Headbutt","Outrage","10.404","458.3","516.2","3225"
"Elgyem","Confusion","Psychic","10.403","133.7","150.5","1385"
"Carracosta","Water Gun","Ancient Power","10.4","296.8","333.9","2621"
"Rapidash","Low Kick","Drill Run","10.398","227.4","255.6","2461"
"Starmie","Tackle","Power Gem","10.395","244","274.1","2584"
"Clefable","Pound","Psychic","10.392","294.9","330.9","2437"
"Electrode","Tackle","Discharge","10.388","230.4","258.2","2099"
"Shadow Omanyte","Water Gun","Ancient Power","10.388","127.2","142.6","1544"
"Scyther","Fury Cutter","Night Slash","10.386","249.4","279.4","2706"
"Seviper","Poison Jab","Crunch","10.386","184.1","206.2","2105"
"Zangoose","Fury Cutter","Dig","10.386","192.4","215.5","2418"
"Zangoose","Fury Cutter","Night Slash","10.385","192.3","215.4","2418"
"Kabutops","Rock Smash","Water Pulse","10.381","246.2","275.4","2713"
"Musharna","Zen Headbutt","Dazzling Gleam","10.379","349.4","390.6","2723"
"Lapras","Ice Shard","Surf","10.377","397.4","444.1","2641"
"Raichu","Charm","Thunder Punch","10.377","203.2","227.1","2182"
"Shadow Omanyte","Water Gun","Brine","10.377","127","141.9","1544"
"Suicune","Extrasensory","Hydro Pump","10.377","432.1","482.8","2983"
"Mew","Shadow Claw","Gyro Ball","10.375","388.8","434.1","3265"
"Rotom Wash","Astonish","Hydro Pump","10.372","256","285.6","2579"
"Cranidos","Zen Headbutt","Bulldoze","10.368","112.6","125.5","1820"
"Scolipede","Bug Bite","Gyro Ball","10.368","232.4","259.1","2447"
"Ninetales","Fire Spin","Fire Blast","10.367","283.2","315.5","2279"
"Politoed","Mud Shot","Surf","10.367","309.9","345.3","2449"
"Lopunny","Pound","Hyper Beam","10.366","267.6","298.1","2059"
"Raichu","Spark","Skull Bash","10.366","203","226.1","2182"
"Magnemite","Thunder Shock","Magnet Bomb","10.364","105.6","117.6","1362"
"Bibarel","Water Gun","Hyper Beam","10.361","195.6","217.5","1823"
"Porygon","Tackle","Return","10.36","193.2","214.8","1720"
"Solosis","Hidden Power (Psychic)","Psyshock","10.36","100.8","112","1367"
"Mew","Rock Smash","Hyper Beam","10.359","388.2","431.6","3265"
"Weepinbell","Bullet Seed","Seed Bomb","10.359","136.9","152.2","1611"
"Banette","Hex","Thunder","10.357","179.4","199.2","2298"
"Mew","Dragon Tail","Energy Ball","10.357","388.1","431.2","3265"
"Mismagius","Sucker Punch","Dark Pulse","10.356","246.8","274.1","2615"
"Ivysaur","Vine Whip","Solar Beam","10.355","193","214.3","1699"
"Shadow Ninetales","Feint Attack","Psyshock","10.355","235.7","261.7","2279"
"Mightyena","Bite","Crunch","10.354","197.5","219.2","1926"
"Shadow Suicune","Hidden Power","Water Pulse","10.354","359.3","398.8","2983"
"Marshtomp","Water Gun","Surf","10.353","198.8","220.7","1776"
"Alolan Marowak","Fire Spin","Shadow Ball","10.351","245.4","272.2","1835"
"Alolan Sandslash","Metal Claw","Gyro Ball","10.351","295.7","327.9","2432"
"Crawdaunt","Waterfall","Vise Grip","10.35","197.3","218.8","2474"
"Fearow","Steel Wing","Aerial Ace","10.35","189.2","209.8","1997"
"Shadow Suicune","Ice Fang","Water Pulse","10.349","359.1","398","2983"
"Machoke","Karate Chop","Submission","10.347","206.1","228.3","2031"
"Sigilyph","Zen Headbutt","Air Cutter","10.347","249.6","276.5","2550"
"Shadow Stunky","Scratch","Sludge Bomb","10.345","109.9","121.7","1151"
"Garbodor","Infestation","Gunk Shot","10.343","263.4","291.4","2345"
"Gloom","Razor Leaf","Sludge Bomb","10.343","184.3","203.9","1681"
"Galvantula","Charge Beam","Thunder","10.342","191.9","212.3","2206"
"Shadow Lapras","Ice Shard","Dragon Pulse","10.342","330.1","365.1","2641"
"Poliwrath","Rock Smash","Return","10.341","317","350.6","2586"
"Mew","Rock Smash","Rock Slide","10.338","387.4","428.1","3265"
"Shadow Misdreavus","Astonish","Ominous Wind","10.338","171.8","189.8","1926"
"Magnemite","Spark","Discharge","10.337","105.4","116.4","1362"
"Luxio","Bite","Thunderbolt","10.335","134.1","148.1","1486"
"Lugia","Dragon Tail","Hydro Pump","10.334","582.7","643.1","3703"
"Hitmonchan","Rock Smash","Close Combat","10.333","231.1","254.9","2332"
"Parasect","Bug Bite","X-Scissor","10.329","196.2","216.2","1859"
"Mew","Pound","Flash Cannon","10.328","387","426.3","3265"
"Slowking","Confusion","Blizzard","10.328","322.8","355.6","2545"
"Bronzong","Confusion","Heavy Slam","10.327","297.4","327.5","2239"
"Dragonair","Dragon Breath","Return","10.327","183.8","202.5","1780"
"Mew","Volt Switch","Focus Blast","10.327","387","426.1","3265"
"Shadow Persian","Feint Attack","Play Rough","10.327","160.5","176.8","1689"
"Hitmonchan","Bullet Punch","Power-Up Punch","10.326","230.9","254.3","2332"
"Muk","Infestation","Return","10.326","332.3","365.9","2757"
"Seadra","Water Gun","Blizzard","10.325","197.3","217.1","2093"
"Mew","Shadow Claw","Energy Ball","10.324","386.9","425.7","3265"
"Snorlax","Lick","Superpower","10.324","454.8","500.5","3225"
"Celebi","Charge Beam","Hyper Beam","10.323","386.8","425.5","3265"
"Mew","Charge Beam","Hyper Beam","10.323","386.8","425.5","3265"
"Watchog","Bite","Hyper Fang","10.323","187.5","206.3","1819"
"Lapras","Frost Breath","Blizzard","10.319","395.2","434.2","2641"
"Klinklang","Thunder Shock","Hyper Beam","10.318","278.8","306.3","2637"
"Gliscor","Wing Attack","Aerial Ace","10.317","332.6","365.2","2692"
"Alolan Graveler","Volt Switch","Thunderbolt","10.315","206.3","226.4","1897"
"Shadow Oddish","Acid","Seed Bomb","10.315","108.3","118.9","1228"
"Suicune","Snarl","Return","10.312","429.4","470.8","2983"
"Teddiursa","Scratch","Return","10.312","131.4","144.1","1328"
"Mew","Volt Switch","Blizzard","10.311","386.4","423.6","3265"
"Galvantula","Fury Cutter","Lunge","10.308","191.3","209.5","2206"
"Cherrim (Sunshine Form)","Bullet Seed","Weather Ball Fire","10.306","224.7","245.9","2048"
"Gastrodon","Hidden Power (Fire)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Fighting)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Flying)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Grass)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Poison)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Electric)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Psychic)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Rock)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Ice)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Bug)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Dragon)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Ghost)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Dark)","Earth Power","10.306","292.7","320.4","2324"
"Gastrodon","Hidden Power (Steel)","Earth Power","10.306","292.7","320.4","2324"
"Mew","Rock Smash","Ice Beam","10.306","386.2","422.8","3265"
"Shadow Porygon","Zen Headbutt","Hyper Beam","10.306","160.2","175.4","1720"
"Butterfree","Bug Bite","Psychic","10.305","184.8","202.2","1827"
"Mr. Mime","Confusion","Psybeam","10.305","212.4","232.5","2228"
"Zorua","Feint Attack","Foul Play","10.305","89.8","98.2","1175"
"Raticate","Quick Attack","Hyper Beam","10.304","177.3","194","1730"
"Sudowoodo","Counter","Rock Slide","10.304","255.4","279.4","2148"
"Mew","Rock Smash","Dragon Claw","10.3","386","421.8","3265"
"Cherrim (Overcast Form)","Bullet Seed","Solar Beam","10.298","224.5","245.2","2048"
"Cherrim (Sunshine Form)","Bullet Seed","Solar Beam","10.298","224.5","245.2","2048"
"Sudowoodo","Rock Throw","Stone Edge","10.298","255.3","278.8","2148"
"Golduck","Confusion","Synchronoise","10.296","259.3","283","2450"
"Sigilyph","Zen Headbutt","Signal Beam","10.296","248.4","271.1","2550"
"Heatmor","Lick","Power-Up Punch","10.294","219.1","239","2395"
"Shadow Misdreavus","Hex","Dark Pulse","10.294","171","186.6","1926"
"Abomasnow","Powder Snow","Blizzard","10.293","274.3","299.2","2362"
"Lapras","Frost Breath","Ice Beam","10.292","394.2","429.7","2641"
"Lickilicky","Lick","Hyper Beam","10.292","359.8","392.1","2467"
"Eelektrik","Spark","Thunderbolt","10.291","184.3","200.9","1715"
"Mew","Struggle Bug","Rock Slide","10.291","385.6","420.2","3265"
"Starmie","Tackle","Psybeam","10.291","241.6","263.3","2584"
"Boldore","Smack Down","Stone Edge","10.29","211","229.9","2029"
"Magnemite","Spark","Magnet Bomb","10.29","104.9","114.3","1362"
"Ampharos","Charge Beam","Dragon Pulse","10.289","291.7","317.7","2852"
"Sandslash","Metal Claw","Return","10.289","265.9","289.6","2374"
"Shadow Oddish","Razor Leaf","Seed Bomb","10.288","108.1","117.7","1228"
"Muk","Acid","Dark Pulse","10.287","331.1","360.4","2757"
"Galarian Farfetch'd","Rock Smash","Leaf Blade","10.285","143.6","156.3","1674"
"Mew","Cut","Dark Pulse","10.285","385.4","419.4","3265"
"Ninetales","Fire Spin","Solar Beam","10.285","280.9","305.7","2279"
"Mew","Struggle Bug","Hyper Beam","10.284","385.4","419.1","3265"
"Lilligant","Hidden Power (Fire)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Fighting)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Water)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Flying)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Poison)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Electric)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Ground)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Psychic)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Rock)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Ice)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Bug)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Dragon)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Ghost)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Dark)","Hyper Beam","10.283","226.9","246.7","2550"
"Lilligant","Hidden Power (Steel)","Hyper Beam","10.283","226.9","246.7","2550"
"Grotle","Razor Leaf","Solar Beam","10.28","220.9","240","1890"
"Manectric","Charge Beam","Flame Burst","10.28","189.4","205.8","2340"
"Mew","Charge Beam","Rock Slide","10.279","385.2","418.3","3265"
"Boldore","Smack Down","Solar Beam","10.278","210.8","228.9","2029"
"Cryogonal","Frost Breath","Aurora Beam","10.277","340.6","369.7","2798"
"Bellsprout","Acid","Sludge Bomb","10.276","82.4","89.4","1033"
"Huntail","Bite","Ice Beam","10.274","222.7","241.5","2340"
"Armored Mewtwo","Confusion","Rock Slide","10.272","478.3","518.4","3187"
"Gastly","Lick","Dark Pulse","10.272","68.4","74.1","1229"
"Shadow Gliscor","Fury Cutter","Night Slash","10.272","276","299.1","2692"
"Mew","Pound","Gyro Ball","10.271","384.9","417","3265"
"Shadow Porygon","Charge Beam","Hyper Beam","10.27","159.6","172.9","1720"
"Kricketune","Fury Cutter","X-Scissor","10.269","163.1","176.6","1653"
"Mega Steelix","Dragon Tail","Crunch","10.268","525.4","568.9","3670"
"Shadow Dragonair","Iron Tail","Aqua Tail","10.268","152.3","164.9","1780"
"Poliwrath","Rock Smash","Power-Up Punch","10.267","314.8","340.7","2586"
"Sandslash","Mud Shot","Return","10.267","265.3","287.1","2374"
"Shadow Ninetales","Ember","Heat Wave","10.267","233.7","252.9","2279"
"Amoonguss","Astonish","Grass Knot","10.266","289.6","313.3","2140"
"Nidoqueen","Poison Jab","Stone Edge","10.266","297.3","321.7","2488"
"Mew","Waterfall","Stone Edge","10.264","384.6","415.9","3265"
"Simipour","Bite","Crunch","10.263","206.6","223.3","2350"
"Simisage","Bite","Crunch","10.263","206.6","223.3","2350"
"Simisear","Bite","Crunch","10.263","206.6","223.3","2350"
